_id,ano,mes,processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_regional,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,solicitacao_roteiro,rpa_codigo,rpa_nome,solicitacao_microrregiao,solicitacao_plantao,solicitacao_origem_chamado,latitude,longitude,solicitacao_vitimas,solicitacao_vitimas_fatais,processo_situacao,processo_tipo,processo_origem,processo_localizacao,processo_status,processo_data_conclusao
147,2021,08-agosto,8076190321,2021-08-25T00:00:00,11:54,SR SOLICITA VISTORIA NO EDF QUE ESTA COM RISCO DE QUEDA E OS MORADORES JA SAIRAM DO LOCAL,PLANICIE,AFOGADOS,AFOGADOS,RUA LUIZ PEREIRA DE FARIAS N411,PROXIMO AO BODE DO NO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
148,2021,07-julho,8062519821,2021-07-15T00:00:00,22:18,"USUÁRIA INFORMA QUE O IRMÃO RETIROU UM PAINEL SOLAR QUE ESTAVA INSTALADO NA LAJE DELA ESTÁ INFILTRANDO E ALGUNS BLOCOS ESTÃO CAINDO, ELA SOLICITA UMA VISTORIA.",PLANICIE,AFOGADOS,AFOGADOS,JUREMA N136,EM FRENTE AO CLUBE DO FERROVIÁRIO,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
149,2021,07-julho,8062479621,2021-07-15T00:00:00,17:21,USUÁRIO INFORMA QUE ONDE TEM UM MURO COM RISCO DE QUEDA.,PLANICIE,AFOGADOS,AFOGADOS,EST DOS REMEDIOS N 105,AO LADO SUPERMERCADO DO LAR,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
150,2021,06-junho,8053014421,2021-06-14T00:00:00,11:36,"USUÁRIO SOLICITA VISTORIA, INFORMA QUE A COLUNA DE SUA CASA ESTÁ RACHADA, ACREDITA QUE POR CONTA DE UMA GRANDE ARVORE EM FRENTE A SUA CASA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA DR ADELINO, N 113",EM FRENTE AO SALÃO DE BELEZA JUNIOR GUIMARÃES.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
151,2021,05-maio,8045405821,2021-05-18T00:00:00,17:20,verificar estado atual da estrutura da casa,PLANICIE,AFOGADOS,AFOGADOS,Trv. Betim n 23,Próximo do colégio Vidal de negreiros,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
152,2021,05-maio,8044468621,2021-05-15T00:00:00,14:47,TETO DO SUPERMERCADO SOBERANO DESABOU ESTÁ ESTALANDO E CHEIO DE RACHADURAS. ESTÃO TENTANDO FAZER REPAROS COM GESSO NO LOCAL.,PLANICIE,AFOGADOS,AFOGADOS,ESTRADA DOS REMEDIOS 105,AO LADO DA MASTER BOI,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
153,2021,05-maio,8041925721,2021-05-12T00:00:00,08:35,"USUÁRIO SOLICITA VISTORIA, POIS A VIZINHA ESTÁ QUEBRANDO A ESTRUTURA DA CASA QUE TEM DOIS ANDARES.",PLANICIE,AFOGADOS,AFOGADOS,"AV. MUSTADINHA, 31",PRÓXIMO AO DEPÓSITO DE BEBIDAS NEGÃO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
154,2021,05-maio,8044535521,2021-05-17T00:00:00,07:47,"USUÁRIA SOLICITA VISTORIA NA PONTE, POIS INFORMA QUE ESTÁ SE ABRINDO.",PLANICIE,AFOGADOS,AFOGADOS,"RUA COSME VIANA, SN",PONTE EM FRENTE A CHEVROLET PEDRAGON,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
155,2021,04-abril,8031078021,2021-04-11T00:00:00,20:44,imovel em risco devido a alagamento (casa)entrou agua na residencia,PLANICIE,AFOGADOS,AFOGADOS,"porto uniao, 2","indo pela av sao miguel, tem uma igreja evangelica, assembleia de deus, o acesso é por essa rua",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
156,2021,04-abril,8031127021,2021-04-12T00:00:00,00:54,USUÁRIO INFORMA QUE CANAL TRANSBORDOU E INVADIU AS CASAS E SOLICITA VERIFICAÇÃO DA EQUIPE.,PLANICIE,AFOGADOS,AFOGADOS,RUA COSME VIANA SN,PRÓXIMO AO MOTEL HEROS E PRÓXIMO AO CHINA E AO POSTO SETA,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
157,2021,04-abril,8037263321,2021-04-27T00:00:00,15:36,"SRA SOLICITA VISTORIA NO EDF CAIXAO, QUE FOI FEITO UMA CONSTRUÇAO IRREGULAR E APARECEU RACHADURAS NO APARTAMENTO DA DELA",PLANICIE,AFOGADOS,AFOGADOS,RUA FLORENTINO OLIMPIO DOS SANTOS N379,PROXIMO AO CLUB SARGENTO WOLFF,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
158,2021,03-marco,8024061821,2021-03-17T00:00:00,10:17,"USUARIO  INFORMA QUE OBRA DA CASA DO VIZINHO, PAREDE COLADACOM SUA CASA, TEM INFILTRAÇÃO.SOLICITA VISTORIA",PLANICIE,AFOGADOS,AFOGADOS,"RUA MARIA TEREZA DE LUCENA , 48 AFOGADOS",POR TRAZ DA IGREJA CATOLICA DO LARGO DA PAZ.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
159,2021,03-marco,8025176321,2021-03-21T00:00:00,18:25,"USUÁRIO INFORMA QUE A LAJE DE UM PRÉDIO ABANDONADO DE PRIMEIRO ANDAR CAIU, E ESTÁ EM RISCO DE QUEDA TOTAL, ESSE PRÉDIO FICA AO LADO DA CAIXA ECONÔMICA ONDE TEM A CIRCULAÇÃO DE VÁRIAS PESSOAS, SOLICITA UMA VISTORIA URGENTE.",PLANICIE,AFOGADOS,AFOGADOS,RUA DA PAZ N 215,AO LADO DA CAIXA ECONÔMICA DE AFOGADOS,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
160,2021,03-marco,8027193221,2021-03-29T00:00:00,11:18,VIZINHO CONSTRUINDO ANDARES E INFORMA QUE RESPONSÁVEL PELA CONSTRUÇÃO NÃO TÊM QUALIFICAÇÃO.,PLANICIE,AFOGADOS,AFOGADOS,"RUA EST. DOS REMEDIOS, 1820",AO LADO DA MISSAO VEICULOS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,execucao,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,TRAMITAÇÃO,
161,2021,02-fevereiro,8013000221,2021-02-16T00:00:00,10:55,"solicita vistoria para a casa, informa que há rachaduras e vigas expostas no local.",PLANICIE,AFOGADOS,AFOGADOS,"rua general carlos lira, 57",primeiro andar,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2021-02-18T17:02:34
162,2021,02-fevereiro,8011368221,2021-02-11T00:00:00,10:53,"USUÁRIA INFORMA QUE MORA EM UM IMÓVEL ALUGADO, DE PRIMEIRO ANDAR, E INFORMA QUE O MESMO TEM RACHADURAS TANTO NO PRIMEIRO ANDAR QUANTO NO ANDAR DO TÉRREO. A USUÁRIA INFORMA QUE JÁ RELATOU O PROBLEMA PARA A DONA DO IMÓVEL, CONTUDO NADA FOI RESOLVIDO. A MESMA GOSTARIA DE PEDIR QUE SEU NOME NÃO FOSSE DIVULGADO. FAVOR VERIFICAR",PLANICIE,AFOGADOS,AFOGADOS,"RUA CINCO DE NOVEMBRO, N 310 CASA E",NA RUA DE EMPRESA DE VIGILÂNCIA SPARTA. PRÓXIMO DO BANCO DO BRASIL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2021-02-15T16:01:17
163,2021,01-janeiro,8003799821,2021-01-18T00:00:00,14:44,"USUÁRIA SOLICITA VISTORIA EM SUA RESIDÊNCIA, POIS ESTA APRESENTANDO VARIAS RACHADURAS, A MESMA TEME QUE TENHA RISCO DE DESABAR.",PLANICIE,AFOGADOS,AFOGADOS,"RUA TURIAÇU, N140",AO LADO DO MINGUAL DE CACHORRO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2021-01-19T15:09:47
164,2021,01-janeiro,8000712921,2021-01-05T00:00:00,23:19,"O USUARIO INFORMA QUE O TETO DO PRIMEIRO ANDAR DO PREDIO DESABOU,FAVOR VERIFICAR COM URGENCIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA SAO MIGUEL, N 455",EM FRENTE AO POSTO DE GASOLINA DISLUB.AO LADO DA MATERNIDADE BANDEIRA FILHO.,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2021-01-06T15:36:04
165,2020,11-novembro,8077745020,2020-11-05T00:00:00,10:04,"USUÁRIA INFORMA QUE  SUA  CASA TEM 1° ANDAR QUE AGORA ESTÃO CONSTRUINDO OUTRA CASA CIMA , E AGORA SUA CASA ESTA APRESENTADO MUITAS  RACHADURAS PELA CASA , CAINDO RESTO DE REBOCO E AGORA A MESMA NESSE MOMENTO ESTA ESTA NA RUA COM MEDO QUE VENHA DESABAR. PEDE URGÊNCIA DA EQUIPE NO LOCAL..",PLANICIE,AFOGADOS,AFOGADOS,RUA ERNESTO CAVALCANTI N 46,"EM FRENTE DO  CLUBE FERROVIÁRIOS , 1° ESQUERDA E 2° ESQUERDA",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-11-05T14:53:03
166,2020,10-outubro,8069691220,2020-10-04T00:00:00,13:16,"Usuário informa que houve o incêndio atingindo dois imoveis, podendo se alastrar para outros por volta das 12:10. e pede o comparecimento da defesa civil no local.",PLANICIE,AFOGADOS,AFOGADOS,rua Florentico olimpi dos santos 311,próximo ao clube do sargento volf 31812490,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-10-05T11:21:01
167,2020,09-setembro,8062560020,2020-09-02T00:00:00,09:30,"USUÁRIA ALERTA SOBRE ÁRVORE DE VIZINHO QUE APARENTA ESTAR MORRENDO, OFERECENDO RISCO DE QUEDA EM SUA CASA E CASA DO VIZINHO.",PLANICIE,AFOGADOS,AFOGADOS,"CARVALHO DE MENDONÇA, 202",PRÓXIMO À ESTAÇÃO IPIRANGA DO METRÔ DE AFOGADOS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-09-02T13:16:59
168,2020,08-agosto,8059282220,2020-08-19T00:00:00,06:30,"USUÁRIA SOLICITA VISTORIA EM PAREDE, SEGUNDO BOMBEIROS QUE FORAM ATÉ O LOCAL A PAREDE DIVIDIDA ENTRE A CASA DA SOLICITANTE E A CASA EM QUE OCORREU O INCÊNDIO ESTÁ COMPROMETIDA, CRIANDO RISCO DE DESABAMENTO PARA O IMÓVEL DA SOLICITANTE.",PLANICIE,AFOGADOS,AFOGADOS,"RUA DA CAJAZEIRA, 44","DESCIDA DA PONTE MOTOCOLOMBO, NO LADO DIREITO SENTIDO CENTRO DA CIDADE.",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-08-19T10:57:43
169,2020,07-julho,8053757920,2020-07-23T00:00:00,14:36,SOLICITA VISTORIA EM SUA RESIDENCIA POIS O MESMO INFORMA QUE QUANDO PASSA VEÍCULOS PESADOS A ESTRUTURA DE SUA RESIDENCIA TREME A CASA INCLUSIVE ESTÁ COM UMA RACHADURA AO MEIO. DEVIDO AS VIBRAÇÕES.,PLANICIE,AFOGADOS,AFOGADOS,RUA GENERAL CARLOS LIRA N108,EM FRENTE A MATERNIDADE BANDEIRA FILHO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-07-24T13:44:00
170,2020,07-julho,8049923520,2020-07-03T00:00:00,10:39,SOLICITA VISTORIA EM TODO O PRÉDIO POIS INFORMA QUE QUANDO ANDA ESCULTA ESTRALOS  E ESTA COM A ESTRUTURA INCLINADA COM ISSO SOLICITA UMA EQUIPE NO LOCAL PARA VERIFICAR SE HÁ RISCO DE DESABAMENTO FAVOR VERIFICAR,PLANICIE,AFOGADOS,AFOGADOS,RUA LUIS PEREIRA DE FARIAS N 411,SENTIDO SUB UMA RUA ANTES DO RESTAURANTE BODE DO NO PROCURAR POR CLAUDIA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-07-06T11:37:41
171,2020,07-julho,8050146920,2020-07-06T00:00:00,09:43,DESEJA CANCELAMENTO DA DEMANDA 8049923520,PLANICIE,AFOGADOS,AFOGADOS,RUA LUIZ PEREIRA DE FARIAS N 411,PROXIMO AO REST. BODE DO NO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-07-06T11:36:02
172,2020,06-junho,8047225920,2020-06-16T00:00:00,23:50,USUÁRIO INFORMA QUER DEVIDO A RAIZ DE UMA ÁRVORE O MURO ESTÁ COM RISCO DE CAIR COM RACHADURA E INCLINADO.,PLANICIE,AFOGADOS,AFOGADOS,RUA FRANCISCO SILVEIRA 51,PRÓXIMO A ESTAÇÃO LARGO DA PAZ E NORAÇO SA,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-06-17T13:52:02
173,2020,06-junho,8045541020,2020-06-08T00:00:00,11:48,"surgimento de rachaduras, usuaria que uma vistoria pois esta com medo",PLANICIE,AFOGADOS,AFOGADOS,Florentino olímpio dos santos  379,próximo ao clube sargento wolves,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-06-08T13:46:02
174,2020,06-junho,8045538020,2020-06-08T00:00:00,11:46,"surgimento de rachaduras, usuaria que uma vistoria pois esta com medo",PLANICIE,AFOGADOS,AFOGADOS,Florentino olímpio dos santos  379,próximo ao clube sargento wolves,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-06-10T17:07:18
175,2020,05-maio,8040471420,2020-05-01T00:00:00,11:50,"vistoria de apartamento, esta rachando o prédio",PLANICIE,AFOGADOS,AFOGADOS,RUA ESCRITOR ALVARO LINS  42,próximo ao clube sargentos wolfes,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-05-06T11:10:34
176,2020,05-maio,8043790320,2020-05-27T00:00:00,13:13,"USUÁRIA INFORMA QUE CALÇADA PRÓXIMO DAS RESIDÊNCIAS ESTA AFUNDADO, E A MESMA TEME QUE AS CASAS POSSAS ESTA EM RISCO POIS É BEM PRÓXIMO AO CANAL.",PLANICIE,AFOGADOS,AFOGADOS,"AV. COSME VIANA, N30","NA COMUNIDADE ESCORREGOU TÁ DENTRO, PRÓXIMO A UM POSTO DE GASOLINA, PROCURAR POR SORAIA (LÍDER COMUNITÁRIA)",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-05-27T16:29:34
177,2020,04-abril,8038355020,2020-04-16T00:00:00,14:31,USUÁRIA INFORMA QUE O VIZINHO ESTÁ REALIZANDO UMA CONSTRUÇÃO IRREGULAR NO PRÉDIO QUE ESTÁ ABALANDO A ESTRUTURA,PLANICIE,AFOGADOS,AFOGADOS,RUA FRANCISCO PORFIRIO,PRÓXIMO A MATERNIDADE BANDEIRA FILHO. EDIFÍCIO SOLAR DAS ACÁSSIAS. NÚMERO 175 APARTAMENTO 204 OU 205.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2020-04-17T11:04:51
178,2019,12-dezembro,8150647619,2019-12-19T00:00:00,09:38,usuaria informa que ao lado da escola existi um casa que esta abandonada ha 10 anos e agora esta acontecendo uns estralos e ontem pela tarde houve um queda do telhado todo e as paredes estão rachadas.,PLANICIE,AFOGADOS,AFOGADOS,RUA DR  ADELINO n 289,ao lado da escola arca de noé,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-12-19T14:58:34
179,2019,08-agosto,8101831119,2019-08-20T00:00:00,09:26,"usuária informa que o prédio esta apresentado rachaduras nas cerâmicas e esta causando medo nos moradores , que precisa de uma vistoria no local",PLANICIE,AFOGADOS,AFOGADOS,RUA   FRANCISCO PORFIRIO n 185,uma rua apos  maternidade bandeira filho sentido cidade subúrbio,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-08-20T13:45:30
180,2019,08-agosto,8095738919,2019-08-02T00:00:00,13:08,USUÁRIO SOLICITA VISTORIA DE SUA RESIDENCIA QUE ESTÁ APRESENTANDO RACHADURAS.,PLANICIE,AFOGADOS,AFOGADOS,"RUA BARÃO DE JAPARANÃ, N 23","PRÓXIMO DO QUARTEL ,EM FRENTE A CONSTRUTORA FENO .",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-09-03T09:14:35
181,2019,07-julho,8089930919,2019-07-23T00:00:00,11:32,USUÁRIO INFORMA QUE A ÁRVORE ESTÁ TOMBANDO E IRÁ CAIR SOBRE A ESCOLA.ÁRVORE ESTÁ PODRE E PODE CAIR A QUALQUER MOMENTO.OFÍCIO ENVIADO PARA O CORPO DE BOMBEIROS / 01/19.,PLANICIE,AFOGADOS,AFOGADOS,"RUA JOSÉ MIRANDA, 156",AO LADO DA ESCOLA CHAVES DO SABER,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-07-23T14:58:55
182,2019,07-julho,8084277519,2019-07-05T00:00:00,11:24,USUÁRIO SOLICITA VISTORIA EM SUA RESIDÊNCIA,PLANICIE,AFOGADOS,AFOGADOS,"RUA GENERAL XAVIER DE BARROS, 3367","ANTIGO MI, POR TRÁS DO 14° BLOG",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-07-05T15:18:53
183,2019,07-julho,8083246919,2019-07-03T00:00:00,13:22,USUÁRIO INFORMA QUE TETO DE UM POSTO DE GASOLINA DESATIVADO ESTÁ COM RISCO DE QUEDA.,PLANICIE,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL,PRÓXIMO A CLUBE FERROVIÁRIO E DE ESQUINA COM A FABRICA DE CAFÉ PETINHO.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-07-03T14:02:29
184,2019,07-julho,8083201519,2019-07-03T00:00:00,12:30,USUÁRIA SOLICITA UMA VISTORIA NA RESIDENCIA AO LADO DA SUA POIS ACREDITA QUE A ESCADA FEITA POSSA PREJUDICAR E CAUSAR RISCOS. POR FAVOR VERIFICAR.,PLANICIE,AFOGADOS,AFOGADOS,"RUA SANTO  CRISTO, N 406",PRÓXIMO A PADARIA JUREMA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-07-08T09:54:33
185,2019,06-junho,8079002119,2019-06-20T00:00:00,12:48,SRA SOLICITA VISTORIA NA RESIDENCIA E INFORMA QUE TEM PRIMEIRO ANDAR QUE FICA AO LADO DA RESIDENCIA DELA E ESTA COM RISCO DE QUEDA,PLANICIE,AFOGADOS,AFOGADOS,RUA TRES DE AGOSTO N430,NA RUA DO MOTEL HEROS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-07-11T15:59:52
186,2019,06-junho,8071695819,2019-06-06T00:00:00,12:56,"USUÁRIA SOLICITA UMA VISTORIA DE UM TERRENO , INFORMA QUE  AS PAREDES AO REDOR ESTÃO COM RISCO DE DESABAMENTO E OFERECENDO RISCO PARA AS RESIDENCIAS VIZINHAS.",PLANICIE,AFOGADOS,AFOGADOS,"RUA ITATIUBA , N 51, 47",POR TRÁS DA FÁBRICA DE PIPOCAS VENEZA .,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-11T11:28:21
187,2019,06-junho,8069515619,2019-06-03T00:00:00,19:58,"o usuario informa que esta havendo incendio no imovel da rua,favor verificar com urgencia.o mesmo pede auxilio da defesa civil.contt carla: 86737980",PLANICIE,AFOGADOS,AFOGADOS,"RUA   BREJO DA MADRE DE DEUS, N 100",por traz da tupan,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-04T11:26:28
188,2019,06-junho,8074994619,2019-06-13T00:00:00,17:08,usuária informa que o canal são pedro transbordou e alagou as casas.,PLANICIE,AFOGADOS,AFOGADOS,rua dirceu borges,próximo ao posto ipiranga,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-14T13:07:57
189,2019,06-junho,8071861519,2019-06-06T00:00:00,16:04,"USUÁRIA SOLICITA VISTORIA ,INFORMA QUE O VIZINHO COLOCOU UMAS GRADES NA PAREDE QUE  ESTÃO MUITO PESADAS E FORÇANDO A PAREDE DE SUA RESIDENCIA OFERECENDO RISCO DE DESABAMENTO. PEDE URGÊNCIA .",PLANICIE,AFOGADOS,AFOGADOS,"RUA ITATIUBA , N 51",POR TRÁS DA PIPOQUEIRA .,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-11T11:28:51
190,2019,06-junho,8073165619,2019-06-11T00:00:00,09:16,"USUÁRIA SOLICITA VISTORIA EM UM IMÓVEL QUE O MORADOR JUNTA FERRO VELHO DE GRANDE PORTE E ESTÁ PREJUDICANDO AS DEMAIS CASAS, CAUSANDO FRISURAS E INFILTRAÇÃO NAS PAREDES DA CASA QUE FICA EM CIMA.",PLANICIE,AFOGADOS,AFOGADOS,Rua Visconde de Inhauma 57,"Rua Visconde de Inhauma, Afogados, Recife / PE / CEP 50820490/ POR TRÁS DA PIPOQUEIRA VENEZA DA 21 ABRIL",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-20T10:59:43
191,2019,05-maio,8064536519,2019-05-25T00:00:00,09:01,"USUÁRIO SOLICITA VISTORIA EMA CONSTRUÇÃO QUE ESTÁ SENDO REALIZADA SEM A ORIENTAÇÃO DE ENGENHEIRO, E ESTÃO LEVANTANDO 3 ANDARES EM UM ESPAÇO PEQUENO E BEM PRÓXIMO AO POSTE.",PLANICIE,AFOGADOS,AFOGADOS,RUA DA VOLTA 28,"APÓS O EROS HOTEL, A ESQUERDA",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-05-27T16:22:07
192,2019,05-maio,8060250019,2019-05-22T00:00:00,18:43,Soldado do corpo de bombeiros informa que o prédio desabou totalmente . na localidade ja tem óbitos confirmados e alguns estão nos escombros,PLANA,AFOGADOS,AFOGADOS,"Rua da paz, sn","de fronte a empresa asa alimentos , próximo a rua imperial",5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANA,ARQUIVADO,2019-05-24T09:27:43
193,2019,05-maio,8064565519,2019-05-25T00:00:00,18:01,"o usuario informa que o predio com 1 andar da rua está com rachaduras, infiltrações e a fachada danificada,favor verificar.o mesmo pede a vistoria do imovel.",PLANICIE,AFOGADOS,AFOGADOS,"RUA   MOTOCOLOMBO, N 93",ao lado do banco santander.,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-05-28T13:49:56
